REVMAN_ID,REVIEW_TITLE,PERFBIAS_RISK,PERFBIAS_JUDGEMENT,YEAR
STD-May-1976,Antipsychotic medication for early episode schizophrenia,High risk,Open study.,1965
STD-Mosher-1995,Antipsychotic medication for early episode schizophrenia,High risk,Treated at different sites.,1995
STD-Rappaport-1978,Antipsychotic medication for early episode schizophrenia,Low risk,Reported that "staff remain blind to whether the patient was receiving medication or placebo".,1978
STD-Simon-1965,Antipsychotic medication for early episode schizophrenia,Unclear Risk,No details.,1959
STD-Harvey/Jeste-2003,Antipsychotic medication for elderly people with schizophrenia,Information could not be retrieved,Information could not be retrieved,2003
STD-Phanjoo-1990,Antipsychotic medication for elderly people with schizophrenia,Information could not be retrieved,Information could not be retrieved,1990
STD-Tollefson-1997,Antipsychotic medication for elderly people with schizophrenia,Information could not be retrieved,Information could not be retrieved,1997
STD-Bai-2003,Antipsychotic reduction and or cessation and antipsychotics as specific treatments for tardive dyskinesia,Low risk,"double-blind" "A placebo with an identical appearance to the risperidone dose was prescribed for the placebo group using the same dose schedule.",2003
STD-Bai-2005,Antipsychotic reduction and or cessation and antipsychotics as specific treatments for tardive dyskinesia,High risk,"single-blind and controlled study".,2005
STD-Caroff-2011,Antipsychotic reduction and or cessation and antipsychotics as specific treatments for tardive dyskinesia,Low risk,"...double-blind conditions..." "Identical-appearing capsules contained olanzapine (7.5 mg)[comma] quetiapine (200 mg)[comma] risperidone (1.5 mg)[comma] perphenazine (8 mg)[comma] or ziprasidone (40 mg).",2011
STD-Chan-2010,Antipsychotic reduction and or cessation and antipsychotics as specific treatments for tardive dyskinesia,High risk,"...primary care physicians and patients were not blinded.",2010
STD-Chouinard-1995,Antipsychotic reduction and or cessation and antipsychotics as specific treatments for tardive dyskinesia,Low risk,"identical tablets".,1995
STD-Cookson-1987,Antipsychotic reduction and or cessation and antipsychotics as specific treatments for tardive dyskinesia,Unclear Risk,"double blind"[comma] no further details.,1987
STD-Emsley-2004,Antipsychotic reduction and or cessation and antipsychotics as specific treatments for tardive dyskinesia,High risk,"investigator-blinded"[comma] further blinding details not reported.,2004
STD-Glazer-1990a,Antipsychotic reduction and or cessation and antipsychotics as specific treatments for tardive dyskinesia,Low risk,"double blind" "Medication was supplied in identical-appearing red capsules containing 25 mg and 5 mg[comma] respectively[comma] of molindone and haloperidol".,1990
STD-Kane-1983,Antipsychotic reduction and or cessation and antipsychotics as specific treatments for tardive dyskinesia,Unclear Risk,"double-blind". Details not reported.,1983
STD-Kazamatsuri-1972,Antipsychotic reduction and or cessation and antipsychotics as specific treatments for tardive dyskinesia,Unclear Risk,Blinding of participants not reported. Ward nurses were blinded.,1972
STD-Kazamatsuri-1973,Antipsychotic reduction and or cessation and antipsychotics as specific treatments for tardive dyskinesia,High risk,Blinding of participants and personnel not reported.,1973
STD-Lublin-1991,Antipsychotic reduction and or cessation and antipsychotics as specific treatments for tardive dyskinesia,High risk,Blinding of participants and personnel not reported.,1991
STD-Tamminga-1994,Antipsychotic reduction and or cessation and antipsychotics as specific treatments for tardive dyskinesia,Unclear Risk,"Staff[comma] patients[comma] and all raters were blind to the drug group; one non rating physician and one nurse were non blind to dispense medication and monitor safety"; no further details were provided.,1994
STD-Casey-2003,Antipsychotic switching for people with schizophrenia who have neuroleptic-induced weight or metabolic problems,Low risk,Quote: "Open label".  Comment: lack of blinding is less prone to cause bias for outcomes like weight. Lack of blinding may introduce bias for subjective outcomes like adverse events.,2003
STD-Cookson-1986,Antipsychotic switching for people with schizophrenia who have neuroleptic-induced weight or metabolic problems,Low risk,Quote:" double blind"  Comment: the methods used if any to ensure participants and trialists were blind to the interventions used are not described. We feel as the primary outcome is objective (weight) inadequate blinding is unlikely to cause bias.,1986
STD-Eli-Lilly-2004,Antipsychotic switching for people with schizophrenia who have neuroleptic-induced weight or metabolic problems,Low risk,Quote: "double blind". Comment: the methods used if any to ensure participants and trialists were blind to the interventions used are not reported[comma] but both the intervention medication and the control were in capsule forms. We feel inadequate blinding is not likely to introduce bias for objective outcomes like weight BMI and metabolic syndrome.,2004
STD-Newcomer-2008,Antipsychotic switching for people with schizophrenia who have neuroleptic-induced weight or metabolic problems,Low risk,Quote:"double blind study". Comment: methods taken to ensure blindness not reported. For outcomes like weight[comma] BMI[comma] waist circumference and metabolic syndrome[comma] inadequate blinding is unlikely to cause bias.,2007
STD-Andrezina-2006,Aripiprazole (intramuscular) for psychosis-induced aggression or agitation (rapid tranquillisation),Unclear Risk,Described as double-blind[comma] no further details given.,2006
STD-Bristol-Myers-2005,Aripiprazole (intramuscular) for psychosis-induced aggression or agitation (rapid tranquillisation),Unclear Risk,No blinding was used during the preparation of injections; in most cases the same person prepared and administered the drug. Study investigators conducting the assessment were blinded to treatment.,2005
STD-Kittipeerachon-2016,Aripiprazole (intramuscular) for psychosis-induced aggression or agitation (rapid tranquillisation),Low risk,"The patients and the physician investigator were blinded to treatment assignment as long as the 24-hour assessment was not completed. The assessment was performed by the investigator and the nurse who administered the injection was not involved in the assessment process of the study." (p.232).,2016
STD-Adson-2003,Aripiprazole for schizophrenia,Information could not be retrieved,Information could not be retrieved,2003
STD-Carson-2000-a,Aripiprazole for schizophrenia,Information could not be retrieved,Information could not be retrieved,2000
STD-Carson-2002-b,Aripiprazole for schizophrenia,Information could not be retrieved,Information could not be retrieved,2002
STD-Csernansky-2003,Aripiprazole for schizophrenia,Information could not be retrieved,Information could not be retrieved,2003
STD-Daniel-2000,Aripiprazole for schizophrenia,Information could not be retrieved,Information could not be retrieved,2000
STD-Daniel-2004,Aripiprazole for schizophrenia,Information could not be retrieved,Information could not be retrieved,2004
STD-Kane-2003,Aripiprazole for schizophrenia,Information could not be retrieved,Information could not be retrieved,2003
STD-Kern-2001,Aripiprazole for schizophrenia,Information could not be retrieved,Information could not be retrieved,2001
STD-Kujawa-2002,Aripiprazole for schizophrenia,Information could not be retrieved,Information could not be retrieved,2002
STD-Marcus-2005,Aripiprazole for schizophrenia,Information could not be retrieved,Information could not be retrieved,2005
STD-McQuade-2003,Aripiprazole for schizophrenia,Information could not be retrieved,Information could not be retrieved,2003
STD-Oren-2005,Aripiprazole for schizophrenia,Information could not be retrieved,Information could not be retrieved,2005
STD-Potkin-2003,Aripiprazole for schizophrenia,Information could not be retrieved,Information could not be retrieved,2003
STD-Riera-2004,Aripiprazole for schizophrenia,Information could not be retrieved,Information could not be retrieved,2004
STD-Stock-2005,Aripiprazole for schizophrenia,Information could not be retrieved,Information could not be retrieved,2005
STD-An-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Bai-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Unclear.,2007
STD-Bai-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Ban-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Chan-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Double[comma] identical capsules. Whether blinding was successful has not been examined[comma] but both compounds differ quite substantially in adverse effects. This can be a problem for blinding.,2007
STD-Chang-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Chen-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Chen-2007a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Chen-2008a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Chen-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,High risk,Open label.,2009
STD-Chen-2009a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Chen-2010,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Low riskUnclear riskHigh risk.,2010
STD-Chen-2010a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2010
STD-Cheng-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-CuiMeng-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Dai-2005,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2005
STD-Dai-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Deng-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Deng-2008a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Ding-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Du-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Fan-2005,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2005
STD-Fan-2010,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2010
STD-Feng-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Fleischhacker-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Double[comma] no further details. Whether blinding was successful has not been examined[comma] but both compounds differ quite substantially in adverse effects. This can be a problem for blinding.,2005
STD-Fu-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Ge-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Ge-2010,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2010
STD-Guo-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Double.,2006
STD-Han-2005,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Han-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Han-2007a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Hu-2010,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2010
STD-Huang-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Ji-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Jiang-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Jie-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Kane-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,No details.,2009
STD-Kern-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,High risk,Open label.,2006
STD-Kerwin-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,High risk,Open label.,2007
STD-Kinon-2004,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Double. No further details available.,2004
STD-Kuang-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006[comma] 2006
STD-Li-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Li-2006a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Li-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2010
STD-Li-2007a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Li-2007b,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Li-2007c,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Li-2007d,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Li-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Li-2009a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Li-2009b,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Li-X-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Lian-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Liang-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Liu-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Liu-2006a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Liu-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Liu-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Liu-2008a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Liu-2008b,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Liu-2008c,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Liu-2008d,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Liu-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Liu-2009a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Liu-2009b,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2010
STD-Liu-2010,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Lou-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Luo-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Luo-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Lv-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Ma-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Ma-2009a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Mai-2005,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2005
STD-Mao-2010,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2010
STD-McQuade-2004,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Double[comma] no further details. Whether blinding was successful has not been examined[comma] but both compounds differ quite substantially in adverse effects. This can be a problem for blinding.,2004
STD-Mu-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Mu-2010,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2010
STD-Pan-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Peng-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Peng-2007a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Potkin-2003,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Double[comma] identical capsules. Whether blinding was successful has not been examined[comma] but both compounds differ quite substantially in adverse effects. This can be a problem for blinding.,2003
STD-Pu-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Qian-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Qin-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Qu-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Shan-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Shuai-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Song-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Song-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Song-2010,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2010
STD-Su-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Su-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Sun-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Sun-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Sun-2009a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Tandon-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,High risk,Open label.,2006
STD-Tang-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Tang-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Tang-2010,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2010
STD-Tang-2010a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2010
STD-Tao-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Tong-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Tu-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Wang-2005,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2005
STD-Wang-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Wang-2006a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Wang-2006b,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Wang-2006c,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Wang-2006d,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Wang-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Wang-2007a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Wang-2007d,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Wang-2007e,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Wang-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Wang-2008c,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Wang-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Wei-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2010
STD-Wei-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Wei-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Wen-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Wen-2009a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Wlodzmierz-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,High risk,Open label.,2006
STD-Wolf-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,High risk,Open label.,2007
STD-Wu-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Xiao-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Xie-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Xie-2010,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2010
STD-Xu-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Xu-2010,Aripiprazole versus other atypical antipsychotics for schizophrenia,Low risk,Double.,2010
STD-Yan-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Double.,2007
STD-Yan-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Yan-2008a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Yan-2010,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2010
STD-Yang-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not stated.,2006
STD-Yang-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Yang-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Yang-2008a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Yang-2008b,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Yang-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Ye-2005,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2005
STD-Ye-2005a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2005
STD-Yi-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Yu-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Yu-2006a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Yu-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Yu-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Yu-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Yu-ZG-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Zhang-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Zhang-2006a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Zhang-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Zhang-2007a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Zhang-2007b,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Zhang-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Zhang-2008a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Zhang-2008b,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Zhang-2009,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Zhang-2009a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Single[comma] if the blinding was performed well was unknown.,2009
STD-Zhang-2009b,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2009
STD-Zhang-2010,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2010
STD-Zhang-2010a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2010
STD-Zhao-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not described.,2006
STD-Zhao-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Zhi-2005,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2005
STD-Zhou-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Zhou-2007a,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Zhou-2007b,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2007
STD-Zhou-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Zhu-2005,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Single blind[comma] but whether the blindness was performed well was unclear.,2005
STD-Zhu-2008,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2008
STD-Zhu-2010,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2010
STD-Zimbroff-2007,Aripiprazole versus other atypical antipsychotics for schizophrenia,Low risk,Double[comma] double dummy administration. Whether blinding was successful has not been examined[comma] but both compounds have similar adverse effects.,2007
STD-Zou-2006,Aripiprazole versus other atypical antipsychotics for schizophrenia,Unclear Risk,Not reported.,2006
STD-Adson-2003,Aripiprazole versus placebo for schizophrenia,Unclear Risk,Double blind[comma] no further details.,2003
STD-Carson-2000-a,Aripiprazole versus placebo for schizophrenia,Unclear Risk,Double blind[comma] method of blinding not described.,2000
STD-Carson-2002-b,Aripiprazole versus placebo for schizophrenia,Unclear Risk,Double[comma] no further details.,2002
STD-Csernansky-2003,Aripiprazole versus placebo for schizophrenia,Unclear Risk,Double[comma] no further details.,2003
STD-Daniel-2000,Aripiprazole versus placebo for schizophrenia,Unclear Risk,Unclear.,2000
STD-Daniel-2004,Aripiprazole versus placebo for schizophrenia,Unclear Risk,Double[comma] no further details.,2004
STD-Marcus-2005,Aripiprazole versus placebo for schizophrenia,Unclear Risk,Double[comma] no further details.,2005
STD-Oren-2005,Aripiprazole versus placebo for schizophrenia,Unclear Risk,Double[comma] no further details.,2005
STD-Potkin-2003,Aripiprazole versus placebo for schizophrenia,Unclear Risk,Double[comma] no further details.,2003
STD-Carson-2000,Aripiprazole versus typical antipsychotic drugs for schizophrenia,Information could not be retrieved,Information could not be retrieved,2000
STD-Csernansky-2003,Aripiprazole versus typical antipsychotic drugs for schizophrenia,Information could not be retrieved,Information could not be retrieved,2003
STD-Daniel-2000,Aripiprazole versus typical antipsychotic drugs for schizophrenia,Information could not be retrieved,Information could not be retrieved,2000
STD-Daniel-2004,Aripiprazole versus typical antipsychotic drugs for schizophrenia,Information could not be retrieved,Information could not be retrieved,2004
STD-Kane-2003,Aripiprazole versus typical antipsychotic drugs for schizophrenia,Information could not be retrieved,Information could not be retrieved,2003
STD-Kujawa-2002,Aripiprazole versus typical antipsychotic drugs for schizophrenia,Information could not be retrieved,Information could not be retrieved,2002
STD-McCue-2006,Aripiprazole versus typical antipsychotic drugs for schizophrenia,Information could not be retrieved,Information could not be retrieved,2006
STD-Oren-2005,Aripiprazole versus typical antipsychotic drugs for schizophrenia,Information could not be retrieved,Information could not be retrieved,2005
